action_name,normalized_world_name,bread_name,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,execution_time_s,failure_count,failure_reasons,bowl_name,knowledge_motion,knowledge_mixing_tool,target_name,spawn_pose_xyz
mix,apartment,,bowl_mixing,12096cd3-3c3e-4524-af17-684c81edcb6f,bowl_0002,573489467,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.859266,2.550001,0.996814,map,0.0,0.0,0.0,0.0,,,,2.859266,2.550001,0.996814,0.0,0.0,0.938772,0.34454,0.0,-0.0,2.438096,,,,,,,,,,,,,,Whisking,,,0,23.0956,0,,bowl_0002,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,,
mix,apartment,,bowl_mixing,12096cd3-3c3e-4524-af17-684c81edcb6f,bowl_0005,573489467,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,retry_with_left_arm,right_arm_failed,False,,False,False,False,True,armar7,success,LEFT,whisk_left,primary,1,0,0,True,True,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.657513,2.800938,0.996814,map,0.0,0.0,0.0,0.0,,,,2.657513,2.800938,0.996814,0.0,0.0,0.905968,-0.423345,0.0,-0.0,-2.267324,,,,,,,,,,,,,,Whisking,,,0,61.8168,0,,bowl_0005,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,,
mix,apartment,,bowl_mixing,12096cd3-3c3e-4524-af17-684c81edcb6f,bowl_0007,573489467,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.462551,2.509697,0.996814,map,0.0,0.0,0.0,0.0,,,,2.462551,2.509697,0.996814,0.0,0.0,0.2189,0.975747,0.0,-0.0,0.441374,,,,,,,,,,,,,,Whisking,,,0,22.646,0,,bowl_0007,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,,
mix,apartment,,bowl_mixing,12096cd3-3c3e-4524-af17-684c81edcb6f,bowl_0017,573489467,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.515625,1.430587,0.996814,map,0.0,0.0,0.0,0.0,,,,2.515625,1.430587,0.996814,0.0,0.0,0.824357,0.56607,0.0,-0.0,1.938132,,,,,,,,,,,,,,Whisking,,,0,23.412,0,,bowl_0017,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,,
mix,apartment,,bowl_mixing,12096cd3-3c3e-4524-af17-684c81edcb6f,bowl_0021,573489467,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,0,1,True,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.965768,3.007728,0.996814,map,0.0,0.0,0.0,0.0,,,,2.965768,3.007728,0.996814,0.0,0.0,0.951859,0.306536,0.0,-0.0,2.518489,,,,,,,,,,,,,,Whisking,,,0,90.1158,1,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.01277m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.00388m over 25 ticks).",bowl_0021,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,,
mix,apartment,,bowl_mixing,12096cd3-3c3e-4524-af17-684c81edcb6f,bowl_0030,573489467,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,4.805317,3.806714,0.772643,map,0.0,0.0,0.0,0.0,,,,4.805317,3.806714,0.772643,0.0,0.0,0.018235,0.999834,0.0,-0.0,0.036472,,,,,,,,,,,,,,Whisking,,,0,33.0219,0,,bowl_0030,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,,
mix,apartment,,bowl_mixing,6824b248-a96e-4af2-a537-73f172c48579,bowl_0005,1917841225,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.977692,1.343856,0.996814,map,0.0,0.0,0.0,0.0,,,,2.977692,1.343856,0.996814,0.0,0.0,0.639853,0.768497,0.0,-0.0,1.388614,,,,,,,,,,,,,,Whisking,,,0,29.0524,0,,bowl_0005,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,,
mix,apartment,,bowl_mixing,6824b248-a96e-4af2-a537-73f172c48579,bowl_0011,1917841225,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,0,1,True,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.507418,2.715228,0.996814,map,0.0,0.0,0.0,0.0,,,,2.507418,2.715228,0.996814,0.0,0.0,-0.770467,0.63748,0.0,-0.0,-1.759147,,,,,,,,,,,,,,Whisking,,,0,96.8213,1,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 725 ticks in MixingAction (status=stagnant, max link displacement 0.00114m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.01115m over 25 ticks).",bowl_0011,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,,
mix,apartment,,bowl_mixing,6824b248-a96e-4af2-a537-73f172c48579,bowl_0018,1917841225,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.524557,2.962131,0.996814,map,0.0,0.0,0.0,0.0,,,,2.524557,2.962131,0.996814,0.0,0.0,0.530481,0.847697,0.0,-0.0,1.118337,,,,,,,,,,,,,,Whisking,,,0,26.2542,0,,bowl_0018,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,,
mix,apartment,,bowl_mixing,6824b248-a96e-4af2-a537-73f172c48579,bowl_0021,1917841225,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,0,1,True,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,0.229098,3.292245,0.9705,map,0.0,0.0,0.0,0.0,,,,0.229098,3.292245,0.9705,0.0,0.0,0.985078,-0.172109,0.0,-0.0,-2.795652,,,,,,,,,,,,,,Whisking,,,0,100.522,1,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.04046m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 675 ticks in MixingAction (status=wiggle, max link displacement 0.01104m over 25 ticks).",bowl_0021,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,,
